# Depth(nm)	Force(mN)
3.407e+00	9.986e-03
6.267e+00	4.909e-02
1.224e+01	8.927e-02
1.829e+01	1.295e-01
2.262e+01	1.712e-01
2.753e+01	2.114e-01
3.206e+01	2.522e-01
3.694e+01	2.922e-01
4.078e+01	3.329e-01
4.378e+01	3.728e-01
4.778e+01	4.134e-01
5.211e+01	4.546e-01
5.523e+01	4.946e-01
5.906e+01	5.343e-01
6.409e+01	5.756e-01
6.749e+01	6.154e-01
6.999e+01	6.557e-01
7.307e+01	6.959e-01
7.608e+01	7.362e-01
7.825e+01	7.772e-01
8.222e+01	8.171e-01
8.521e+01	8.575e-01
8.796e+01	8.973e-01
9.073e+01	9.373e-01
9.381e+01	9.780e-01
9.559e+01	1.018e+00
9.898e+01	1.059e+00
1.010e+02	1.099e+00
1.029e+02	1.139e+00
1.051e+02	1.179e+00
1.081e+02	1.220e+00
1.110e+02	1.260e+00
1.131e+02	1.299e+00
1.146e+02	1.339e+00
1.160e+02	1.379e+00
1.184e+02	1.419e+00
1.220e+02	1.459e+00
1.243e+02	1.499e+00
1.265e+02	1.539e+00
1.283e+02	1.579e+00
1.301e+02	1.619e+00
1.330e+02	1.659e+00
1.356e+02	1.700e+00
1.387e+02	1.740e+00
1.398e+02	1.779e+00
1.408e+02	1.820e+00
1.438e+02	1.860e+00
1.470e+02	1.901e+00
1.488e+02	1.940e+00
1.499e+02	1.980e+00
1.506e+02	2.020e+00
1.526e+02	2.059e+00
1.541e+02	2.100e+00
1.584e+02	2.140e+00
1.611e+02	2.180e+00
1.621e+02	2.220e+00
1.628e+02	2.260e+00
1.639e+02	2.300e+00
1.654e+02	2.340e+00
1.669e+02	2.380e+00
1.693e+02	2.421e+00
1.707e+02	2.461e+00
1.723e+02	2.501e+00
1.749e+02	2.541e+00
1.778e+02	2.581e+00
1.799e+02	2.621e+00
1.810e+02	2.661e+00
1.820e+02	2.702e+00
1.829e+02	2.742e+00
1.848e+02	2.781e+00
1.872e+02	2.822e+00
1.887e+02	2.862e+00
1.901e+02	2.902e+00
1.912e+02	2.942e+00
1.928e+02	2.982e+00
1.950e+02	3.022e+00
1.977e+02	3.061e+00
2.003e+02	3.101e+00
2.021e+02	3.142e+00
2.033e+02	3.182e+00
2.044e+02	3.225e+00
2.051e+02	3.265e+00
2.066e+02	3.306e+00
2.088e+02	3.346e+00
2.095e+02	3.385e+00
2.110e+02	3.425e+00
2.131e+02	3.465e+00
2.144e+02	3.505e+00
2.157e+02	3.545e+00
2.165e+02	3.585e+00
2.176e+02	3.624e+00
2.191e+02	3.665e+00
2.198e+02	3.706e+00
2.205e+02	3.745e+00
2.214e+02	3.785e+00
2.227e+02	3.825e+00
2.246e+02	3.866e+00
2.257e+02	3.905e+00
2.270e+02	3.946e+00
2.280e+02	3.986e+00
2.286e+02	4.000e+00
2.327e+02	4.000e+00
2.327e+02	3.934e+00
2.325e+02	3.868e+00
2.320e+02	3.802e+00
2.322e+02	3.738e+00
2.321e+02	3.673e+00
2.316e+02	3.607e+00
2.316e+02	3.542e+00
2.316e+02	3.477e+00
2.308e+02	3.413e+00
2.308e+02	3.348e+00
2.302e+02	3.283e+00
2.302e+02	3.218e+00
2.302e+02	3.153e+00
2.300e+02	3.088e+00
2.296e+02	3.023e+00
2.291e+02	2.958e+00
2.283e+02	2.893e+00
2.283e+02	2.827e+00
2.280e+02	2.763e+00
2.277e+02	2.698e+00
2.275e+02	2.634e+00
2.270e+02	2.568e+00
2.270e+02	2.502e+00
2.267e+02	2.436e+00
2.261e+02	2.371e+00
2.258e+02	2.307e+00
2.258e+02	2.241e+00
2.257e+02	2.176e+00
2.250e+02	2.111e+00
2.250e+02	2.045e+00
2.244e+02	1.979e+00
2.244e+02	1.912e+00
2.240e+02	1.845e+00
2.235e+02	1.781e+00
2.233e+02	1.715e+00
2.230e+02	1.650e+00
2.226e+02	1.584e+00
2.220e+02	1.518e+00
2.212e+02	1.452e+00
2.212e+02	1.387e+00
2.208e+02	1.322e+00
2.207e+02	1.256e+00
2.199e+02	1.191e+00
2.201e+02	1.125e+00
2.196e+02	1.061e+00
2.194e+02	9.965e-01
2.189e+02	9.314e-01
2.180e+02	8.664e-01
2.174e+02	8.007e-01
2.170e+02	7.356e-01
2.169e+02	6.710e-01
2.163e+02	6.053e-01
2.164e+02	5.408e-01
2.156e+02	4.749e-01
2.149e+02	4.085e-01
2.139e+02	3.990e-01
2.130e+02	3.990e-01
2.130e+02	3.352e-01
2.118e+02	2.700e-01
2.112e+02	2.051e-01
2.106e+02	1.398e-01
2.097e+02	7.321e-02
2.077e+02	8.059e-03
2.053e+02	0.000e+00
