# Depth(nm)	Force(mN)
1.060e+01	5.449e-03
1.606e+01	2.990e-02
2.578e+01	5.627e-02
3.394e+01	8.223e-02
3.818e+01	1.072e-01
4.130e+01	1.331e-01
4.332e+01	1.584e-01
4.546e+01	1.833e-01
4.825e+01	2.089e-01
5.117e+01	2.337e-01
5.326e+01	2.584e-01
5.568e+01	2.833e-01
5.881e+01	3.084e-01
6.072e+01	3.336e-01
6.197e+01	3.589e-01
6.367e+01	3.836e-01
6.562e+01	4.088e-01
6.741e+01	4.345e-01
6.916e+01	4.599e-01
7.095e+01	4.860e-01
7.328e+01	5.118e-01
7.612e+01	5.374e-01
7.788e+01	5.626e-01
8.011e+01	5.874e-01
8.156e+01	6.123e-01
8.311e+01	6.376e-01
8.524e+01	6.625e-01
8.662e+01	6.874e-01
8.833e+01	7.123e-01
9.033e+01	7.371e-01
9.189e+01	7.621e-01
9.308e+01	7.871e-01
9.458e+01	8.118e-01
9.769e+01	8.365e-01
1.008e+02	8.622e-01
1.034e+02	8.872e-01
1.055e+02	9.122e-01
1.079e+02	9.370e-01
1.092e+02	9.621e-01
1.112e+02	9.870e-01
1.126e+02	1.013e+00
1.145e+02	1.039e+00
1.163e+02	1.064e+00
1.190e+02	1.089e+00
1.202e+02	1.114e+00
1.222e+02	1.139e+00
1.234e+02	1.165e+00
1.252e+02	1.190e+00
1.269e+02	1.214e+00
1.287e+02	1.239e+00
1.301e+02	1.264e+00
1.325e+02	1.289e+00
1.338e+02	1.314e+00
1.348e+02	1.339e+00
1.360e+02	1.364e+00
1.372e+02	1.390e+00
1.367e+02	1.415e+00
1.393e+02	1.440e+00
1.414e+02	1.465e+00
1.425e+02	1.489e+00
1.444e+02	1.514e+00
1.459e+02	1.539e+00
1.473e+02	1.565e+00
1.493e+02	1.590e+00
1.506e+02	1.615e+00
1.525e+02	1.640e+00
1.542e+02	1.665e+00
1.558e+02	1.690e+00
1.578e+02	1.715e+00
1.604e+02	1.740e+00
1.613e+02	1.765e+00
1.617e+02	1.790e+00
1.619e+02	1.815e+00
1.624e+02	1.839e+00
1.643e+02	1.865e+00
1.653e+02	1.890e+00
1.672e+02	1.915e+00
1.680e+02	1.940e+00
1.689e+02	1.965e+00
1.698e+02	1.990e+00
1.720e+02	2.015e+00
1.738e+02	2.041e+00
1.751e+02	2.066e+00
1.765e+02	2.092e+00
1.774e+02	2.117e+00
1.785e+02	2.142e+00
1.792e+02	2.167e+00
1.801e+02	2.192e+00
1.818e+02	2.217e+00
1.830e+02	2.243e+00
1.834e+02	2.268e+00
1.842e+02	2.293e+00
1.857e+02	2.318e+00
1.887e+02	2.342e+00
1.918e+02	2.368e+00
1.930e+02	2.392e+00
1.943e+02	2.417e+00
1.952e+02	2.443e+00
1.954e+02	2.468e+00
1.957e+02	2.493e+00
1.962e+02	2.518e+00
1.967e+02	2.543e+00
1.971e+02	2.569e+00
1.978e+02	2.593e+00
1.994e+02	2.619e+00
2.006e+02	2.643e+00
2.015e+02	2.669e+00
2.026e+02	2.694e+00
2.034e+02	2.719e+00
2.043e+02	2.744e+00
2.047e+02	2.769e+00
2.049e+02	2.794e+00
2.056e+02	2.819e+00
2.059e+02	2.844e+00
2.068e+02	2.869e+00
2.080e+02	2.893e+00
2.085e+02	2.918e+00
2.095e+02	2.944e+00
2.118e+02	2.970e+00
2.124e+02	2.995e+00
2.133e+02	3.020e+00
2.142e+02	3.045e+00
2.151e+02	3.070e+00
2.151e+02	3.094e+00
2.161e+02	3.120e+00
2.174e+02	3.145e+00
2.188e+02	3.170e+00
2.200e+02	3.195e+00
2.204e+02	3.220e+00
2.207e+02	3.245e+00
2.222e+02	3.271e+00
2.240e+02	3.296e+00
2.247e+02	3.322e+00
2.251e+02	3.347e+00
2.264e+02	3.373e+00
2.267e+02	3.398e+00
2.278e+02	3.423e+00
2.286e+02	3.448e+00
2.295e+02	3.474e+00
2.301e+02	3.499e+00
2.307e+02	3.524e+00
2.315e+02	3.549e+00
2.325e+02	3.575e+00
2.335e+02	3.600e+00
2.345e+02	3.625e+00
2.357e+02	3.650e+00
2.362e+02	3.676e+00
2.365e+02	3.701e+00
2.371e+02	3.726e+00
2.383e+02	3.752e+00
2.398e+02	3.777e+00
2.405e+02	3.802e+00
2.416e+02	3.827e+00
2.426e+02	3.852e+00
2.430e+02	3.878e+00
2.439e+02	3.903e+00
2.448e+02	3.928e+00
2.459e+02	3.953e+00
2.468e+02	3.978e+00
2.473e+02	4.003e+00
2.490e+02	4.029e+00
2.495e+02	4.053e+00
2.504e+02	4.078e+00
2.501e+02	4.103e+00
2.514e+02	4.129e+00
2.519e+02	4.155e+00
2.528e+02	4.180e+00
2.536e+02	4.205e+00
2.546e+02	4.230e+00
2.560e+02	4.255e+00
2.569e+02	4.280e+00
2.572e+02	4.306e+00
2.586e+02	4.331e+00
2.590e+02	4.357e+00
2.594e+02	4.382e+00
2.598e+02	4.407e+00
2.611e+02	4.432e+00
2.616e+02	4.458e+00
2.617e+02	4.483e+00
2.626e+02	4.508e+00
2.634e+02	4.533e+00
2.641e+02	4.559e+00
2.650e+02	4.584e+00
2.653e+02	4.609e+00
2.659e+02	4.634e+00
2.663e+02	4.659e+00
2.669e+02	4.684e+00
2.676e+02	4.710e+00
2.680e+02	4.735e+00
2.688e+02	4.759e+00
2.695e+02	4.784e+00
2.703e+02	4.810e+00
2.711e+02	4.835e+00
2.717e+02	4.860e+00
2.724e+02	4.886e+00
2.734e+02	4.911e+00
2.740e+02	4.936e+00
2.754e+02	4.961e+00
2.755e+02	4.987e+00
2.761e+02	5.000e+00
2.830e+02	5.000e+00
2.834e+02	4.950e+00
2.829e+02	4.899e+00
2.829e+02	4.850e+00
2.828e+02	4.802e+00
2.828e+02	4.753e+00
2.826e+02	4.704e+00
2.824e+02	4.655e+00
2.822e+02	4.606e+00
2.820e+02	4.558e+00
2.820e+02	4.509e+00
2.817e+02	4.459e+00
2.814e+02	4.411e+00
2.816e+02	4.362e+00
2.811e+02	4.313e+00
2.795e+02	4.263e+00
2.807e+02	4.215e+00
2.813e+02	4.166e+00
2.805e+02	4.117e+00
2.802e+02	4.067e+00
2.802e+02	4.018e+00
2.799e+02	3.969e+00
2.801e+02	3.920e+00
2.798e+02	3.871e+00
2.794e+02	3.823e+00
2.796e+02	3.774e+00
2.797e+02	3.725e+00
2.793e+02	3.677e+00
2.789e+02	3.628e+00
2.786e+02	3.579e+00
2.789e+02	3.529e+00
2.783e+02	3.480e+00
2.779e+02	3.431e+00
2.780e+02	3.382e+00
2.777e+02	3.333e+00
2.774e+02	3.285e+00
2.772e+02	3.236e+00
2.768e+02	3.187e+00
2.772e+02	3.139e+00
2.769e+02	3.090e+00
2.768e+02	3.041e+00
2.767e+02	2.991e+00
2.766e+02	2.943e+00
2.765e+02	2.894e+00
2.759e+02	2.845e+00
2.758e+02	2.796e+00
2.760e+02	2.747e+00
2.760e+02	2.699e+00
2.753e+02	2.649e+00
2.749e+02	2.600e+00
2.745e+02	2.551e+00
2.748e+02	2.503e+00
2.747e+02	2.455e+00
2.741e+02	2.406e+00
2.743e+02	2.357e+00
2.739e+02	2.308e+00
2.738e+02	2.258e+00
2.737e+02	2.209e+00
2.734e+02	2.161e+00
2.736e+02	2.111e+00
2.731e+02	2.062e+00
2.728e+02	2.013e+00
2.728e+02	1.965e+00
