# Depth(nm)	Force(mN)
2.816e+00	1.007e-02
4.117e+00	2.792e-02
5.948e+00	4.541e-02
7.731e+00	6.273e-02
1.241e+01	8.025e-02
1.609e+01	9.780e-02
1.858e+01	1.166e-01
2.101e+01	1.342e-01
2.236e+01	1.517e-01
2.359e+01	1.692e-01
2.578e+01	1.867e-01
2.804e+01	2.042e-01
3.103e+01	2.217e-01
3.476e+01	2.394e-01
3.781e+01	2.567e-01
3.949e+01	2.745e-01
4.131e+01	2.918e-01
4.262e+01	3.092e-01
4.440e+01	3.267e-01
4.470e+01	3.447e-01
4.658e+01	3.624e-01
4.882e+01	3.800e-01
5.094e+01	3.975e-01
5.244e+01	4.153e-01
5.308e+01	4.334e-01
5.445e+01	4.508e-01
5.638e+01	4.683e-01
5.917e+01	4.862e-01
6.121e+01	5.039e-01
6.374e+01	5.220e-01
6.598e+01	5.398e-01
6.976e+01	5.571e-01
7.233e+01	5.746e-01
7.445e+01	5.921e-01
7.587e+01	6.097e-01
7.636e+01	6.273e-01
7.681e+01	6.451e-01
7.712e+01	6.626e-01
7.880e+01	6.800e-01
8.017e+01	6.974e-01
8.057e+01	7.151e-01
8.132e+01	7.331e-01
8.237e+01	7.506e-01
8.331e+01	7.685e-01
8.420e+01	7.861e-01
8.457e+01	8.036e-01
8.618e+01	8.210e-01
8.861e+01	8.385e-01
8.984e+01	8.561e-01
9.204e+01	8.737e-01
9.328e+01	8.914e-01
9.452e+01	9.087e-01
9.512e+01	9.261e-01
9.597e+01	9.437e-01
9.647e+01	9.613e-01
9.753e+01	9.786e-01
9.773e+01	9.961e-01
9.901e+01	1.014e+00
1.000e+02	1.031e+00
1.010e+02	1.049e+00
1.015e+02	1.067e+00
1.037e+02	1.085e+00
1.051e+02	1.103e+00
1.052e+02	1.120e+00
1.065e+02	1.138e+00
1.067e+02	1.156e+00
1.073e+02	1.173e+00
1.080e+02	1.190e+00
1.082e+02	1.208e+00
1.091e+02	1.225e+00
1.106e+02	1.243e+00
1.120e+02	1.260e+00
1.120e+02	1.278e+00
1.130e+02	1.296e+00
1.145e+02	1.314e+00
1.160e+02	1.331e+00
1.175e+02	1.349e+00
1.182e+02	1.366e+00
1.193e+02	1.384e+00
1.196e+02	1.401e+00
1.204e+02	1.419e+00
1.216e+02	1.437e+00
1.229e+02	1.455e+00
1.239e+02	1.472e+00
1.262e+02	1.490e+00
1.274e+02	1.507e+00
1.279e+02	1.525e+00
1.285e+02	1.542e+00
1.290e+02	1.560e+00
1.291e+02	1.577e+00
1.295e+02	1.595e+00
1.305e+02	1.613e+00
1.309e+02	1.631e+00
1.330e+02	1.648e+00
1.343e+02	1.666e+00
1.354e+02	1.684e+00
1.371e+02	1.701e+00
1.379e+02	1.719e+00
1.383e+02	1.736e+00
1.388e+02	1.750e+00
1.429e+02	1.750e+00
1.428e+02	1.721e+00
1.426e+02	1.692e+00
1.424e+02	1.664e+00
1.422e+02	1.635e+00
1.423e+02	1.607e+00
1.421e+02	1.575e+00
1.424e+02	1.547e+00
1.420e+02	1.518e+00
1.419e+02	1.490e+00
1.418e+02	1.461e+00
1.416e+02	1.433e+00
1.411e+02	1.404e+00
1.412e+02	1.376e+00
1.409e+02	1.348e+00
1.407e+02	1.319e+00
1.408e+02	1.291e+00
1.402e+02	1.263e+00
1.400e+02	1.234e+00
1.399e+02	1.205e+00
1.398e+02	1.177e+00
1.396e+02	1.149e+00
1.396e+02	1.121e+00
1.394e+02	1.092e+00
1.393e+02	1.064e+00
1.393e+02	1.035e+00
1.385e+02	1.006e+00
1.386e+02	9.773e-01
1.382e+02	9.490e-01
1.382e+02	9.204e-01
1.378e+02	8.917e-01
1.379e+02	8.631e-01
1.376e+02	8.349e-01
1.376e+02	8.060e-01
1.375e+02	7.774e-01
1.373e+02	7.492e-01
1.370e+02	7.208e-01
1.368e+02	6.923e-01
1.368e+02	6.640e-01
1.366e+02	6.355e-01
1.358e+02	6.070e-01
1.359e+02	5.781e-01
1.353e+02	5.493e-01
1.353e+02	5.210e-01
1.350e+02	4.924e-01
1.345e+02	4.640e-01
1.345e+02	4.358e-01
1.339e+02	4.072e-01
1.339e+02	3.786e-01
1.337e+02	3.495e-01
1.338e+02	3.205e-01
1.328e+02	2.919e-01
1.328e+02	2.638e-01
1.325e+02	2.356e-01
1.323e+02	2.073e-01
1.318e+02	1.792e-01
1.312e+02	1.740e-01
1.286e+02	1.740e-01
1.283e+02	1.458e-01
1.277e+02	1.175e-01
1.278e+02	8.916e-02
1.271e+02	5.978e-02
1.259e+02	3.102e-02
1.249e+02	2.793e-03
1.244e+02	0.000e+00
