# Depth(nm)	Force(mN)
2.844e+00	9.081e-03
5.853e+00	4.908e-02
1.347e+01	9.000e-02
2.009e+01	1.312e-01
2.405e+01	1.719e-01
2.848e+01	2.118e-01
3.277e+01	2.512e-01
3.949e+01	2.925e-01
4.506e+01	3.322e-01
4.820e+01	3.720e-01
5.227e+01	4.114e-01
5.614e+01	4.527e-01
5.910e+01	4.921e-01
6.130e+01	5.319e-01
6.325e+01	5.736e-01
6.625e+01	6.136e-01
6.928e+01	6.531e-01
7.127e+01	6.936e-01
7.402e+01	7.336e-01
7.649e+01	7.741e-01
8.113e+01	8.137e-01
8.572e+01	8.553e-01
8.808e+01	8.953e-01
9.035e+01	9.353e-01
9.184e+01	9.754e-01
9.554e+01	1.016e+00
9.842e+01	1.057e+00
1.002e+02	1.098e+00
1.040e+02	1.137e+00
1.057e+02	1.177e+00
1.077e+02	1.217e+00
1.104e+02	1.257e+00
1.123e+02	1.297e+00
1.145e+02	1.337e+00
1.181e+02	1.377e+00
1.218e+02	1.417e+00
1.229e+02	1.458e+00
1.242e+02	1.497e+00
1.256e+02	1.537e+00
1.274e+02	1.577e+00
1.291e+02	1.617e+00
1.304e+02	1.657e+00
1.325e+02	1.697e+00
1.336e+02	1.738e+00
1.352e+02	1.778e+00
1.370e+02	1.818e+00
1.394e+02	1.858e+00
1.414e+02	1.899e+00
1.436e+02	1.939e+00
1.457e+02	1.978e+00
1.487e+02	2.018e+00
1.514e+02	2.058e+00
1.543e+02	2.098e+00
1.573e+02	2.138e+00
1.594e+02	2.177e+00
1.613e+02	2.218e+00
1.625e+02	2.258e+00
1.632e+02	2.298e+00
1.638e+02	2.338e+00
1.652e+02	2.378e+00
1.663e+02	2.419e+00
1.672e+02	2.459e+00
1.695e+02	2.499e+00
1.714e+02	2.539e+00
1.723e+02	2.579e+00
1.740e+02	2.619e+00
1.757e+02	2.659e+00
1.776e+02	2.699e+00
1.806e+02	2.739e+00
1.824e+02	2.779e+00
1.829e+02	2.820e+00
1.836e+02	2.859e+00
1.846e+02	2.900e+00
1.859e+02	2.940e+00
1.880e+02	2.980e+00
1.897e+02	3.020e+00
1.907e+02	3.060e+00
1.914e+02	3.101e+00
1.934e+02	3.141e+00
1.952e+02	3.181e+00
1.968e+02	3.221e+00
1.980e+02	3.262e+00
1.989e+02	3.302e+00
1.992e+02	3.342e+00
2.003e+02	3.383e+00
2.017e+02	3.423e+00
2.044e+02	3.464e+00
2.061e+02	3.504e+00
2.077e+02	3.545e+00
2.090e+02	3.585e+00
2.097e+02	3.626e+00
2.108e+02	3.665e+00
2.115e+02	3.706e+00
2.124e+02	3.747e+00
2.130e+02	3.788e+00
2.141e+02	3.828e+00
2.154e+02	3.869e+00
2.173e+02	3.910e+00
2.185e+02	3.951e+00
2.194e+02	3.992e+00
2.201e+02	4.000e+00
2.236e+02	4.000e+00
2.236e+02	3.934e+00
2.234e+02	3.869e+00
2.232e+02	3.805e+00
2.231e+02	3.739e+00
2.226e+02	3.676e+00
2.221e+02	3.605e+00
2.220e+02	3.540e+00
2.216e+02	3.476e+00
2.218e+02	3.411e+00
2.217e+02	3.346e+00
2.213e+02	3.280e+00
2.207e+02	3.214e+00
2.202e+02	3.149e+00
2.204e+02	3.085e+00
2.202e+02	3.021e+00
2.200e+02	2.956e+00
2.197e+02	2.891e+00
2.196e+02	2.826e+00
2.191e+02	2.760e+00
2.189e+02	2.695e+00
2.187e+02	2.629e+00
2.186e+02	2.565e+00
2.182e+02	2.499e+00
2.178e+02	2.434e+00
2.177e+02	2.369e+00
2.174e+02	2.303e+00
2.175e+02	2.239e+00
2.166e+02	2.173e+00
2.167e+02	2.108e+00
2.162e+02	2.042e+00
2.162e+02	1.976e+00
2.162e+02	1.911e+00
2.153e+02	1.846e+00
2.152e+02	1.781e+00
2.147e+02	1.716e+00
2.147e+02	1.651e+00
2.144e+02	1.586e+00
2.138e+02	1.521e+00
2.136e+02	1.454e+00
2.128e+02	1.389e+00
2.124e+02	1.325e+00
2.125e+02	1.259e+00
2.122e+02	1.194e+00
2.119e+02	1.130e+00
2.115e+02	1.064e+00
2.114e+02	9.995e-01
2.110e+02	9.349e-01
2.105e+02	8.694e-01
2.097e+02	8.027e-01
2.092e+02	7.369e-01
2.090e+02	6.728e-01
2.086e+02	6.077e-01
2.084e+02	5.433e-01
2.080e+02	4.785e-01
2.073e+02	4.124e-01
2.067e+02	3.991e-01
2.058e+02	3.991e-01
2.055e+02	3.337e-01
2.051e+02	2.693e-01
2.046e+02	2.046e-01
2.039e+02	1.373e-01
2.029e+02	7.235e-02
2.008e+02	6.939e-03
1.991e+02	0.000e+00
