# Depth(nm)	Force(mN)
3.245e+00	1.011e-02
4.328e+00	3.047e-02
6.346e+00	5.136e-02
9.746e+00	7.201e-02
1.292e+01	9.230e-02
1.681e+01	1.131e-01
2.056e+01	1.329e-01
2.440e+01	1.530e-01
2.746e+01	1.728e-01
2.977e+01	1.930e-01
3.178e+01	2.128e-01
3.352e+01	2.329e-01
3.624e+01	2.528e-01
3.817e+01	2.731e-01
3.950e+01	2.928e-01
4.066e+01	3.129e-01
4.196e+01	3.331e-01
4.420e+01	3.532e-01
4.595e+01	3.729e-01
4.700e+01	3.929e-01
4.953e+01	4.132e-01
5.182e+01	4.341e-01
5.342e+01	4.541e-01
5.638e+01	4.741e-01
5.908e+01	4.941e-01
6.123e+01	5.141e-01
6.242e+01	5.349e-01
6.347e+01	5.552e-01
6.544e+01	5.750e-01
6.757e+01	5.950e-01
6.903e+01	6.154e-01
6.989e+01	6.352e-01
7.276e+01	6.551e-01
7.598e+01	6.750e-01
7.698e+01	6.956e-01
7.801e+01	7.159e-01
7.961e+01	7.360e-01
8.104e+01	7.560e-01
8.461e+01	7.761e-01
8.812e+01	7.960e-01
9.136e+01	8.160e-01
9.217e+01	8.364e-01
9.247e+01	8.561e-01
9.250e+01	8.760e-01
9.316e+01	8.965e-01
9.628e+01	9.165e-01
9.742e+01	9.363e-01
9.830e+01	9.561e-01
9.953e+01	9.768e-01
9.996e+01	9.968e-01
1.027e+02	1.016e+00
1.046e+02	1.037e+00
1.054e+02	1.057e+00
1.059e+02	1.077e+00
1.068e+02	1.097e+00
1.073e+02	1.117e+00
1.081e+02	1.137e+00
1.095e+02	1.157e+00
1.105e+02	1.177e+00
1.122e+02	1.197e+00
1.138e+02	1.217e+00
1.147e+02	1.237e+00
1.161e+02	1.257e+00
1.169e+02	1.277e+00
1.173e+02	1.297e+00
1.177e+02	1.317e+00
1.181e+02	1.337e+00
1.182e+02	1.357e+00
1.186e+02	1.377e+00
1.200e+02	1.398e+00
1.209e+02	1.418e+00
1.233e+02	1.437e+00
1.244e+02	1.457e+00
1.273e+02	1.477e+00
1.283e+02	1.497e+00
1.282e+02	1.517e+00
1.289e+02	1.537e+00
1.293e+02	1.557e+00
1.305e+02	1.577e+00
1.311e+02	1.597e+00
1.317e+02	1.617e+00
1.329e+02	1.637e+00
1.340e+02	1.657e+00
1.354e+02	1.677e+00
1.371e+02	1.697e+00
1.379e+02	1.717e+00
1.403e+02	1.737e+00
1.419e+02	1.757e+00
1.426e+02	1.777e+00
1.433e+02	1.797e+00
1.437e+02	1.817e+00
1.442e+02	1.837e+00
1.452e+02	1.857e+00
1.461e+02	1.877e+00
1.469e+02	1.897e+00
1.486e+02	1.918e+00
1.492e+02	1.937e+00
1.505e+02	1.957e+00
1.522e+02	1.977e+00
1.527e+02	1.997e+00
1.523e+02	2.000e+00
1.562e+02	2.000e+00
1.559e+02	1.967e+00
1.559e+02	1.934e+00
1.561e+02	1.902e+00
1.560e+02	1.870e+00
1.560e+02	1.837e+00
1.556e+02	1.804e+00
1.553e+02	1.771e+00
1.552e+02	1.738e+00
1.552e+02	1.705e+00
1.547e+02	1.673e+00
1.547e+02	1.640e+00
1.543e+02	1.608e+00
1.542e+02	1.575e+00
1.540e+02	1.543e+00
1.539e+02	1.510e+00
1.538e+02	1.478e+00
1.537e+02	1.446e+00
1.535e+02	1.413e+00
1.532e+02	1.381e+00
1.530e+02	1.348e+00
1.526e+02	1.316e+00
1.526e+02	1.284e+00
1.521e+02	1.251e+00
1.521e+02	1.219e+00
1.522e+02	1.187e+00
1.516e+02	1.154e+00
1.518e+02	1.122e+00
1.515e+02	1.089e+00
1.512e+02	1.057e+00
1.509e+02	1.025e+00
1.508e+02	9.925e-01
1.504e+02	9.600e-01
1.504e+02	9.263e-01
1.503e+02	8.932e-01
1.504e+02	8.609e-01
1.499e+02	8.283e-01
1.498e+02	7.958e-01
1.495e+02	7.633e-01
1.493e+02	7.304e-01
1.487e+02	6.979e-01
1.483e+02	6.649e-01
1.482e+02	6.325e-01
1.482e+02	5.999e-01
1.482e+02	5.676e-01
1.475e+02	5.352e-01
1.473e+02	5.023e-01
1.470e+02	4.697e-01
1.466e+02	4.368e-01
1.462e+02	4.042e-01
1.461e+02	3.716e-01
1.459e+02	3.392e-01
1.455e+02	3.065e-01
1.457e+02	2.741e-01
1.451e+02	2.419e-01
1.447e+02	2.098e-01
1.443e+02	1.990e-01
1.418e+02	1.990e-01
1.413e+02	1.670e-01
1.411e+02	1.344e-01
1.409e+02	1.014e-01
1.406e+02	6.698e-02
1.402e+02	3.476e-02
1.391e+02	2.134e-03
1.393e+02	0.000e+00
