# Depth(nm)	Force(mN)
2.910e+00	9.082e-03
4.641e+00	3.460e-02
9.111e+00	6.124e-02
1.433e+01	8.719e-02
1.706e+01	1.098e-01
2.001e+01	1.378e-01
2.390e+01	1.625e-01
2.698e+01	1.873e-01
2.923e+01	2.123e-01
3.198e+01	2.373e-01
3.554e+01	2.625e-01
3.754e+01	2.876e-01
4.093e+01	3.128e-01
4.392e+01	3.380e-01
4.665e+01	3.627e-01
5.019e+01	3.874e-01
5.303e+01	4.127e-01
5.558e+01	4.387e-01
5.818e+01	4.640e-01
6.235e+01	4.897e-01
6.737e+01	5.147e-01
6.966e+01	5.404e-01
7.258e+01	5.656e-01
7.537e+01	5.904e-01
7.782e+01	6.152e-01
7.947e+01	6.399e-01
8.051e+01	6.648e-01
8.119e+01	6.898e-01
8.173e+01	7.148e-01
8.220e+01	7.404e-01
8.361e+01	7.652e-01
8.594e+01	7.900e-01
8.766e+01	8.147e-01
8.976e+01	8.393e-01
9.091e+01	8.641e-01
9.244e+01	8.891e-01
9.310e+01	9.140e-01
9.408e+01	9.390e-01
9.562e+01	9.638e-01
9.688e+01	9.888e-01
9.868e+01	1.014e+00
1.005e+02	1.040e+00
1.018e+02	1.065e+00
1.022e+02	1.090e+00
1.037e+02	1.115e+00
1.064e+02	1.140e+00
1.077e+02	1.165e+00
1.088e+02	1.190e+00
1.111e+02	1.215e+00
1.119e+02	1.240e+00
1.126e+02	1.265e+00
1.138e+02	1.290e+00
1.152e+02	1.315e+00
1.183e+02	1.340e+00
1.194e+02	1.365e+00
1.214e+02	1.390e+00
1.225e+02	1.415e+00
1.242e+02	1.440e+00
1.245e+02	1.465e+00
1.255e+02	1.490e+00
1.269e+02	1.515e+00
1.281e+02	1.540e+00
1.289e+02	1.565e+00
1.294e+02	1.589e+00
1.301e+02	1.614e+00
1.311e+02	1.640e+00
1.330e+02	1.665e+00
1.343e+02	1.690e+00
1.368e+02	1.715e+00
1.381e+02	1.740e+00
1.394e+02	1.765e+00
1.409e+02	1.790e+00
1.413e+02	1.815e+00
1.422e+02	1.841e+00
1.427e+02	1.866e+00
1.434e+02	1.891e+00
1.456e+02	1.916e+00
1.484e+02	1.941e+00
1.503e+02	1.967e+00
1.513e+02	1.992e+00
1.518e+02	2.017e+00
1.516e+02	2.043e+00
1.521e+02	2.067e+00
1.523e+02	2.092e+00
1.535e+02	2.117e+00
1.552e+02	2.142e+00
1.566e+02	2.167e+00
1.569e+02	2.193e+00
1.575e+02	2.218e+00
1.578e+02	2.242e+00
1.590e+02	2.267e+00
1.605e+02	2.293e+00
1.622e+02	2.318e+00
1.647e+02	2.343e+00
1.661e+02	2.368e+00
1.661e+02	2.393e+00
1.668e+02	2.418e+00
1.676e+02	2.443e+00
1.687e+02	2.468e+00
1.695e+02	2.492e+00
1.701e+02	2.518e+00
1.713e+02	2.543e+00
1.726e+02	2.568e+00
1.735e+02	2.593e+00
1.737e+02	2.618e+00
1.744e+02	2.644e+00
1.760e+02	2.669e+00
1.776e+02	2.694e+00
1.784e+02	2.719e+00
1.791e+02	2.744e+00
1.802e+02	2.769e+00
1.809e+02	2.794e+00
1.817e+02	2.819e+00
1.823e+02	2.844e+00
1.829e+02	2.869e+00
1.834e+02	2.894e+00
1.843e+02	2.919e+00
1.852e+02	2.945e+00
1.863e+02	2.970e+00
1.872e+02	2.995e+00
1.887e+02	3.020e+00
1.898e+02	3.045e+00
1.910e+02	3.070e+00
1.923e+02	3.095e+00
1.929e+02	3.121e+00
1.930e+02	3.146e+00
1.937e+02	3.171e+00
1.943e+02	3.196e+00
1.948e+02	3.221e+00
1.954e+02	3.246e+00
1.960e+02	3.271e+00
1.961e+02	3.297e+00
1.967e+02	3.322e+00
1.976e+02	3.347e+00
1.983e+02	3.372e+00
