# Depth(nm)	Force(mN)
3.571e+00	9.974e-03
5.345e+00	4.451e-02
8.845e+00	7.935e-02
1.336e+01	1.150e-01
1.752e+01	1.517e-01
2.537e+01	1.869e-01
3.028e+01	2.219e-01
3.375e+01	2.575e-01
3.803e+01	2.922e-01
4.116e+01	3.269e-01
4.494e+01	3.624e-01
4.972e+01	3.973e-01
5.427e+01	4.320e-01
5.866e+01	4.682e-01
6.310e+01	5.034e-01
6.686e+01	5.392e-01
7.072e+01	5.745e-01
7.295e+01	6.097e-01
7.563e+01	6.447e-01
7.730e+01	6.799e-01
8.027e+01	7.153e-01
8.116e+01	7.509e-01
8.242e+01	7.857e-01
8.376e+01	8.205e-01
8.728e+01	8.555e-01
9.068e+01	8.907e-01
9.289e+01	9.257e-01
9.526e+01	9.606e-01
9.771e+01	9.962e-01
1.013e+02	1.031e+00
1.054e+02	1.067e+00
1.057e+02	1.103e+00
1.071e+02	1.138e+00
1.078e+02	1.174e+00
1.101e+02	1.209e+00
1.126e+02	1.244e+00
1.159e+02	1.279e+00
1.185e+02	1.314e+00
1.218e+02	1.349e+00
1.246e+02	1.384e+00
1.264e+02	1.419e+00
1.277e+02	1.454e+00
1.293e+02	1.489e+00
1.306e+02	1.524e+00
1.313e+02	1.559e+00
1.329e+02	1.595e+00
1.354e+02	1.630e+00
1.374e+02	1.665e+00
1.394e+02	1.700e+00
1.408e+02	1.735e+00
1.429e+02	1.770e+00
1.451e+02	1.806e+00
1.475e+02	1.841e+00
1.506e+02	1.877e+00
1.524e+02	1.913e+00
1.532e+02	1.948e+00
1.551e+02	1.983e+00
1.565e+02	2.018e+00
1.575e+02	2.053e+00
1.589e+02	2.088e+00
1.609e+02	2.123e+00
1.619e+02	2.158e+00
1.644e+02	2.194e+00
1.666e+02	2.229e+00
1.684e+02	2.264e+00
1.704e+02	2.299e+00
1.716e+02	2.334e+00
1.733e+02	2.369e+00
1.757e+02	2.404e+00
1.760e+02	2.441e+00
1.768e+02	2.476e+00
1.772e+02	2.511e+00
1.786e+02	2.546e+00
1.798e+02	2.581e+00
1.829e+02	2.616e+00
1.854e+02	2.651e+00
1.882e+02	2.687e+00
1.902e+02	2.722e+00
1.906e+02	2.757e+00
1.907e+02	2.792e+00
1.917e+02	2.827e+00
1.927e+02	2.862e+00
1.943e+02	2.898e+00
1.953e+02	2.934e+00
1.967e+02	2.970e+00
1.978e+02	3.005e+00
1.988e+02	3.040e+00
2.002e+02	3.075e+00
2.020e+02	3.110e+00
2.028e+02	3.145e+00
2.030e+02	3.180e+00
2.035e+02	3.215e+00
2.040e+02	3.251e+00
2.048e+02	3.286e+00
2.054e+02	3.321e+00
2.067e+02	3.356e+00
2.072e+02	3.392e+00
2.078e+02	3.427e+00
2.086e+02	3.462e+00
2.101e+02	3.497e+00
2.112e+02	3.500e+00
2.155e+02	3.500e+00
2.149e+02	3.443e+00
2.152e+02	3.385e+00
2.150e+02	3.327e+00
2.145e+02	3.270e+00
2.145e+02	3.213e+00
2.137e+02	3.156e+00
2.140e+02	3.099e+00
2.134e+02	3.042e+00
2.136e+02	2.985e+00
2.133e+02	2.928e+00
2.129e+02	2.871e+00
2.126e+02	2.813e+00
2.124e+02	2.756e+00
2.122e+02	2.699e+00
2.116e+02	2.642e+00
2.115e+02	2.585e+00
2.114e+02	2.529e+00
2.113e+02	2.473e+00
2.108e+02	2.416e+00
2.105e+02	2.357e+00
2.103e+02	2.299e+00
2.099e+02	2.242e+00
2.098e+02	2.185e+00
2.099e+02	2.128e+00
2.093e+02	2.071e+00
2.090e+02	2.014e+00
2.090e+02	1.958e+00
2.088e+02	1.901e+00
2.085e+02	1.844e+00
2.085e+02	1.787e+00
2.082e+02	1.730e+00
2.077e+02	1.674e+00
2.074e+02	1.617e+00
2.071e+02	1.561e+00
2.068e+02	1.503e+00
2.063e+02	1.445e+00
2.060e+02	1.388e+00
2.058e+02	1.331e+00
2.057e+02	1.274e+00
2.053e+02	1.217e+00
2.048e+02	1.160e+00
2.041e+02	1.103e+00
2.039e+02	1.046e+00
2.038e+02	9.893e-01
2.038e+02	9.313e-01
2.031e+02	8.744e-01
2.024e+02	8.172e-01
2.023e+02	7.607e-01
2.019e+02	7.031e-01
2.016e+02	6.464e-01
2.015e+02	5.895e-01
2.012e+02	5.320e-01
2.004e+02	4.756e-01
2.000e+02	4.178e-01
1.984e+02	3.616e-01
1.985e+02	3.490e-01
1.956e+02	3.490e-01
1.958e+02	2.924e-01
1.948e+02	2.357e-01
1.947e+02	1.789e-01
1.940e+02	1.217e-01
1.934e+02	6.559e-02
1.910e+02	8.068e-03
1.886e+02	0.000e+00
