# Depth(nm)	Force(mN)
2.677e+00	9.075e-03
5.076e+00	5.800e-02
1.278e+01	1.074e-01
2.330e+01	1.592e-01
2.944e+01	2.096e-01
3.526e+01	2.599e-01
3.980e+01	3.095e-01
4.499e+01	3.595e-01
4.795e+01	4.093e-01
5.216e+01	4.612e-01
5.810e+01	5.125e-01
6.449e+01	5.646e-01
6.838e+01	6.144e-01
7.154e+01	6.645e-01
7.517e+01	7.145e-01
7.893e+01	7.652e-01
8.393e+01	8.148e-01
8.778e+01	8.653e-01
9.092e+01	9.146e-01
9.396e+01	9.653e-01
9.807e+01	1.015e+00
1.013e+02	1.067e+00
1.032e+02	1.117e+00
1.060e+02	1.167e+00
1.080e+02	1.217e+00
1.102e+02	1.267e+00
1.134e+02	1.317e+00
1.163e+02	1.367e+00
1.186e+02	1.417e+00
1.224e+02	1.467e+00
1.251e+02	1.517e+00
1.285e+02	1.568e+00
1.307e+02	1.618e+00
1.321e+02	1.668e+00
1.348e+02	1.719e+00
1.375e+02	1.769e+00
1.397e+02	1.819e+00
1.418e+02	1.869e+00
1.449e+02	1.919e+00
1.471e+02	1.969e+00
1.490e+02	2.020e+00
1.505e+02	2.070e+00
1.530e+02	2.121e+00
1.569e+02	2.171e+00
1.604e+02	2.221e+00
1.629e+02	2.272e+00
1.652e+02	2.322e+00
1.666e+02	2.372e+00
1.683e+02	2.423e+00
1.714e+02	2.472e+00
1.754e+02	2.523e+00
1.776e+02	2.573e+00
1.795e+02	2.623e+00
1.807e+02	2.673e+00
1.812e+02	2.722e+00
1.833e+02	2.773e+00
1.869e+02	2.823e+00
1.901e+02	2.875e+00
1.915e+02	2.925e+00
1.931e+02	2.975e+00
1.939e+02	3.025e+00
1.946e+02	3.075e+00
1.958e+02	3.124e+00
1.977e+02	3.175e+00
1.994e+02	3.226e+00
2.007e+02	3.276e+00
2.022e+02	3.326e+00
2.048e+02	3.376e+00
2.080e+02	3.426e+00
2.102e+02	3.476e+00
2.128e+02	3.527e+00
2.141e+02	3.577e+00
2.146e+02	3.628e+00
2.157e+02	3.680e+00
2.181e+02	3.731e+00
2.210e+02	3.781e+00
2.233e+02	3.831e+00
2.260e+02	3.881e+00
2.279e+02	3.930e+00
2.290e+02	3.980e+00
2.305e+02	4.031e+00
2.320e+02	4.081e+00
2.325e+02	4.131e+00
2.341e+02	4.183e+00
2.361e+02	4.232e+00
2.371e+02	4.283e+00
2.386e+02	4.333e+00
2.413e+02	4.383e+00
2.436e+02	4.433e+00
2.451e+02	4.483e+00
2.475e+02	4.533e+00
2.486e+02	4.583e+00
2.497e+02	4.635e+00
2.509e+02	4.685e+00
2.533e+02	4.736e+00
2.545e+02	4.787e+00
2.561e+02	4.837e+00
2.564e+02	4.887e+00
2.586e+02	4.938e+00
2.596e+02	4.987e+00
2.611e+02	5.037e+00
2.630e+02	5.088e+00
2.646e+02	5.138e+00
2.661e+02	5.190e+00
2.680e+02	5.241e+00
2.691e+02	5.291e+00
2.703e+02	5.341e+00
2.716e+02	5.390e+00
2.724e+02	5.440e+00
2.733e+02	5.490e+00
2.747e+02	5.540e+00
2.762e+02	5.591e+00
2.775e+02	5.641e+00
2.791e+02	5.691e+00
2.813e+02	5.741e+00
2.828e+02	5.792e+00
2.844e+02	5.842e+00
2.862e+02	5.893e+00
2.878e+02	5.943e+00
2.890e+02	5.992e+00
2.903e+02	6.043e+00
2.918e+02	6.093e+00
2.932e+02	6.143e+00
2.943e+02	6.193e+00
2.956e+02	6.244e+00
2.965e+02	6.295e+00
2.983e+02	6.346e+00
3.003e+02	6.396e+00
3.014e+02	6.446e+00
3.023e+02	6.496e+00
3.037e+02	6.545e+00
3.047e+02	6.595e+00
3.067e+02	6.646e+00
3.078e+02	6.695e+00
3.086e+02	6.746e+00
3.095e+02	6.796e+00
3.106e+02	6.845e+00
3.113e+02	6.896e+00
3.126e+02	6.947e+00
3.145e+02	6.997e+00
3.164e+02	7.047e+00
3.175e+02	7.097e+00
3.196e+02	7.148e+00
3.198e+02	7.198e+00
3.210e+02	7.248e+00
3.221e+02	7.299e+00
3.234e+02	7.349e+00
3.240e+02	7.399e+00
3.254e+02	7.449e+00
3.266e+02	7.499e+00
3.280e+02	7.549e+00
3.290e+02	7.599e+00
3.310e+02	7.650e+00
3.320e+02	7.700e+00
3.336e+02	7.750e+00
3.347e+02	7.801e+00
3.355e+02	7.851e+00
3.368e+02	7.903e+00
3.381e+02	7.953e+00
3.388e+02	8.004e+00
3.399e+02	8.055e+00
3.413e+02	8.106e+00
3.423e+02	8.156e+00
3.431e+02	8.207e+00
3.444e+02	8.257e+00
3.460e+02	8.308e+00
3.474e+02	8.358e+00
3.484e+02	8.409e+00
3.495e+02	8.460e+00
3.508e+02	8.511e+00
3.519e+02	8.562e+00
3.527e+02	8.612e+00
3.536e+02	8.663e+00
3.550e+02	8.714e+00
3.564e+02	8.765e+00
3.572e+02	8.815e+00
3.580e+02	8.867e+00
3.592e+02	8.917e+00
3.604e+02	8.968e+00
3.618e+02	9.018e+00
3.625e+02	9.068e+00
3.636e+02	9.119e+00
3.644e+02	9.169e+00
3.651e+02	9.218e+00
3.669e+02	9.268e+00
3.675e+02	9.319e+00
3.684e+02	9.370e+00
3.695e+02	9.420e+00
3.709e+02	9.470e+00
3.715e+02	9.521e+00
3.721e+02	9.572e+00
3.740e+02	9.623e+00
3.745e+02	9.675e+00
3.753e+02	9.725e+00
3.759e+02	9.775e+00
3.772e+02	9.827e+00
3.779e+02	9.877e+00
3.783e+02	9.928e+00
3.791e+02	9.979e+00
3.796e+02	1.000e+01
3.847e+02	1.000e+01
3.847e+02	9.899e+00
3.840e+02	9.800e+00
3.839e+02	9.702e+00
3.837e+02	9.603e+00
3.837e+02	9.505e+00
3.837e+02	9.408e+00
3.833e+02	9.310e+00
3.830e+02	9.213e+00
3.828e+02	9.115e+00
3.828e+02	9.016e+00
3.823e+02	8.919e+00
3.822e+02	8.821e+00
3.821e+02	8.722e+00
3.819e+02	8.625e+00
3.813e+02	8.527e+00
3.812e+02	8.431e+00
3.808e+02	8.331e+00
3.806e+02	8.234e+00
3.803e+02	8.137e+00
3.804e+02	8.040e+00
3.803e+02	7.942e+00
3.799e+02	7.845e+00
3.796e+02	7.747e+00
3.796e+02	7.650e+00
3.791e+02	7.551e+00
3.788e+02	7.454e+00
3.788e+02	7.356e+00
3.783e+02	7.259e+00
3.780e+02	7.161e+00
3.778e+02	7.062e+00
3.775e+02	6.965e+00
3.776e+02	6.867e+00
3.767e+02	6.769e+00
3.769e+02	6.671e+00
3.764e+02	6.574e+00
3.760e+02	6.477e+00
3.757e+02	6.379e+00
3.759e+02	6.282e+00
3.755e+02	6.182e+00
