# Depth(nm)	Force(mN)
1.928e+00	9.086e-03
3.768e+00	3.389e-02
5.812e+00	6.031e-02
7.304e+00	8.626e-02
1.081e+01	1.091e-01
1.606e+01	1.376e-01
2.203e+01	1.626e-01
2.545e+01	1.875e-01
2.868e+01	2.129e-01
3.308e+01	2.376e-01
3.591e+01	2.626e-01
3.905e+01	2.876e-01
4.168e+01	3.125e-01
4.415e+01	3.376e-01
4.729e+01	3.625e-01
4.945e+01	3.875e-01
5.311e+01	4.126e-01
5.625e+01	4.388e-01
5.880e+01	4.638e-01
6.160e+01	4.893e-01
6.464e+01	5.146e-01
6.814e+01	5.402e-01
7.162e+01	5.656e-01
7.464e+01	5.904e-01
7.747e+01	6.161e-01
8.035e+01	6.412e-01
8.250e+01	6.664e-01
8.364e+01	6.916e-01
8.534e+01	7.172e-01
8.753e+01	7.420e-01
8.827e+01	7.670e-01
9.022e+01	7.920e-01
9.147e+01	8.166e-01
9.153e+01	8.417e-01
9.263e+01	8.665e-01
9.486e+01	8.917e-01
9.553e+01	9.165e-01
9.651e+01	9.415e-01
1.000e+02	9.665e-01
1.017e+02	9.916e-01
1.020e+02	1.017e+00
1.027e+02	1.043e+00
1.033e+02	1.069e+00
1.039e+02	1.094e+00
1.042e+02	1.119e+00
1.049e+02	1.144e+00
1.054e+02	1.169e+00
1.076e+02	1.194e+00
1.094e+02	1.219e+00
1.129e+02	1.245e+00
1.149e+02	1.270e+00
1.157e+02	1.295e+00
1.174e+02	1.320e+00
1.188e+02	1.345e+00
1.191e+02	1.370e+00
1.209e+02	1.395e+00
1.221e+02	1.420e+00
1.229e+02	1.446e+00
1.242e+02	1.470e+00
1.248e+02	1.495e+00
1.266e+02	1.520e+00
1.281e+02	1.545e+00
1.292e+02	1.570e+00
1.314e+02	1.596e+00
1.318e+02	1.621e+00
1.320e+02	1.646e+00
1.324e+02	1.672e+00
1.341e+02	1.696e+00
1.351e+02	1.721e+00
1.386e+02	1.747e+00
1.402e+02	1.772e+00
1.413e+02	1.797e+00
1.426e+02	1.821e+00
1.429e+02	1.847e+00
1.437e+02	1.872e+00
1.459e+02	1.897e+00
1.502e+02	1.922e+00
1.516e+02	1.946e+00
1.545e+02	1.972e+00
1.555e+02	1.996e+00
1.561e+02	2.021e+00
1.571e+02	2.047e+00
1.575e+02	2.071e+00
1.594e+02	2.097e+00
1.608e+02	2.123e+00
1.621e+02	2.148e+00
1.626e+02	2.173e+00
1.628e+02	2.198e+00
1.631e+02	2.223e+00
1.638e+02	2.248e+00
1.642e+02	2.273e+00
1.661e+02	2.298e+00
1.666e+02	2.323e+00
1.676e+02	2.348e+00
1.700e+02	2.373e+00
1.727e+02	2.399e+00
1.739e+02	2.424e+00
1.753e+02	2.449e+00
1.763e+02	2.474e+00
1.761e+02	2.499e+00
1.765e+02	2.524e+00
1.767e+02	2.549e+00
1.780e+02	2.574e+00
1.796e+02	2.599e+00
1.801e+02	2.624e+00
1.803e+02	2.649e+00
1.806e+02	2.674e+00
1.811e+02	2.699e+00
1.816e+02	2.724e+00
1.825e+02	2.749e+00
1.836e+02	2.774e+00
1.842e+02	2.799e+00
1.845e+02	2.824e+00
1.849e+02	2.849e+00
1.858e+02	2.874e+00
1.857e+02	2.900e+00
1.879e+02	2.925e+00
1.887e+02	2.950e+00
1.895e+02	2.975e+00
1.901e+02	3.000e+00
1.906e+02	3.025e+00
1.920e+02	3.050e+00
1.929e+02	3.075e+00
1.941e+02	3.100e+00
1.947e+02	3.126e+00
1.950e+02	3.150e+00
1.960e+02	3.175e+00
1.969e+02	3.200e+00
1.977e+02	3.225e+00
